1734457790.558685 server started (10575): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1734457790.558731 on Linux 6.8.0-49-generic #49-Ubuntu SMP PREEMPT_DYNAMIC Mon Nov  4 02:06:24 UTC 2024
1734457790.558748 using libevent 2.1.12-stable poll
1734457790.558756 using ncurses 6.4 20240113
1734457790.815541 utf8_to_data: 41000020 -> (1 1  )
1734457790.815543 utf8_from_data: (1 1  ) -> 41000020
1734457790.815546 utf8_to_data: 41000020 -> (1 1  )
1734457790.815549 utf8_from_data: (1 1  ) -> 41000020
1734457790.815552 utf8_to_data: 41000020 -> (1 1  )
1734457790.815554 utf8_from_data: (1 1  ) -> 41000020
1734457790.815557 utf8_to_data: 41000020 -> (1 1  )
1734457790.815560 utf8_from_data: (1 1  ) -> 41000020
1734457790.815562 utf8_to_data: 41000020 -> (1 1  )
1734457790.815565 utf8_from_data: (1 1  ) -> 41000020
1734457790.815568 utf8_to_data: 41000020 -> (1 1  )
1734457790.815571 utf8_from_data: (1 1  ) -> 41000020
1734457790.815573 utf8_to_data: 41000020 -> (1 1  )
1734457790.815576 utf8_from_data: (1 1  ) -> 41000020
1734457790.815579 utf8_to_data: 41000020 -> (1 1  )
1734457790.815581 utf8_from_data: (1 1  ) -> 41000020
1734457790.815584 utf8_to_data: 41000020 -> (1 1  )
1734457790.815587 utf8_from_data: (1 1  ) -> 41000020
1734457790.815590 utf8_to_data: 41000020 -> (1 1  )
1734457790.815592 utf8_from_data: (1 1  ) -> 41000020
1734457790.815595 utf8_to_data: 41000020 -> (1 1  )
1734457790.815600 utf8_from_data: (1 1  ) -> 41000020
1734457790.815603 utf8_to_data: 41000020 -> (1 1  )
1734457790.815606 utf8_from_data: (1 1  ) -> 41000020
1734457790.815609 utf8_to_data: 41000020 -> (1 1  )
1734457790.815611 utf8_from_data: (1 1  ) -> 41000020
1734457790.815614 utf8_to_data: 41000020 -> (1 1  )
1734457790.815616 utf8_from_data: (1 1  ) -> 41000020
1734457790.815619 utf8_to_data: 41000020 -> (1 1  )
1734457790.815622 utf8_from_data: (1 1  ) -> 41000020
1734457790.815624 utf8_to_data: 41000020 -> (1 1  )
1734457790.815627 utf8_from_data: (1 1  ) -> 41000020
1734457790.815630 utf8_to_data: 41000020 -> (1 1  )
1734457790.815632 utf8_from_data: (1 1  ) -> 41000020
1734457790.815635 utf8_to_data: 41000020 -> (1 1  )
1734457790.815638 utf8_from_data: (1 1  ) -> 41000020
1734457790.815640 utf8_to_data: 41000020 -> (1 1  )
1734457790.815643 utf8_from_data: (1 1  ) -> 41000020
1734457790.815646 utf8_to_data: 41000020 -> (1 1  )
1734457790.815648 utf8_from_data: (1 1  ) -> 41000020
1734457790.815651 utf8_to_data: 41000020 -> (1 1  )
1734457790.815654 utf8_from_data: (1 1  ) -> 41000020
1734457790.815657 utf8_to_data: 41000020 -> (1 1  )
1734457790.815659 utf8_from_data: (1 1  ) -> 41000020
1734457790.815662 utf8_to_data: 41000020 -> (1 1  )
1734457790.815665 utf8_from_data: (1 1  ) -> 41000020
1734457790.815668 utf8_to_data: 41000020 -> (1 1  )
1734457790.815670 utf8_from_data: (1 1  ) -> 41000020
1734457790.815673 utf8_to_data: 41000020 -> (1 1  )
1734457790.815676 utf8_from_data: (1 1  ) -> 41000020
1734457790.815678 utf8_to_data: 41000020 -> (1 1  )
1734457790.815681 utf8_from_data: (1 1  ) -> 41000020
1734457790.815684 utf8_to_data: 41000020 -> (1 1  )
1734457790.815686 utf8_from_data: (1 1  ) -> 41000020
1734457790.815689 utf8_to_data: 41000020 -> (1 1  )
1734457790.815692 utf8_from_data: (1 1  ) -> 41000020
1734457790.815694 utf8_to_data: 41000020 -> (1 1  )
1734457790.815697 utf8_from_data: (1 1  ) -> 41000020
1734457790.815700 utf8_to_data: 41000020 -> (1 1  )
1734457790.815702 utf8_from_data: (1 1  ) -> 41000020
1734457790.815705 utf8_to_data: 41000020 -> (1 1  )
1734457790.815707 utf8_from_data: (1 1  ) -> 41000020
1734457790.815710 utf8_to_data: 41000020 -> (1 1  )
1734457790.815713 utf8_from_data: (1 1  ) -> 41000020
1734457790.815715 utf8_to_data: 41000020 -> (1 1  )
1734457790.815718 utf8_from_data: (1 1  ) -> 41000020
1734457790.815721 utf8_to_data: 41000020 -> (1 1  )
1734457790.815723 utf8_from_data: (1 1  ) -> 41000020
1734457790.815726 utf8_to_data: 41000020 -> (1 1  )
1734457790.815729 utf8_from_data: (1 1  ) -> 41000020
1734457790.815731 utf8_to_data: 41000020 -> (1 1  )
1734457790.815734 utf8_from_data: (1 1  ) -> 41000020
1734457790.815737 utf8_to_data: 41000020 -> (1 1  )
1734457790.815739 utf8_from_data: (1 1  ) -> 41000020
1734457790.815742 utf8_to_data: 41000020 -> (1 1  )
1734457790.815745 utf8_from_data: (1 1  ) -> 41000020
1734457790.815747 utf8_to_data: 41000020 -> (1 1  )
1734457790.815750 utf8_from_data: (1 1  ) -> 41000020
1734457790.815752 utf8_to_data: 41000020 -> (1 1  )
1734457790.815755 utf8_from_data: (1 1  ) -> 41000020
1734457790.815758 utf8_to_data: 41000020 -> (1 1  )
1734457790.815760 utf8_from_data: (1 1  ) -> 41000020
1734457790.815763 utf8_to_data: 41000020 -> (1 1  )
1734457790.815766 utf8_from_data: (1 1  ) -> 41000020
1734457790.815769 utf8_to_data: 41000020 -> (1 1  )
1734457790.815771 utf8_from_data: (1 1  ) -> 41000020
1734457790.815774 utf8_to_data: 41000020 -> (1 1  )
1734457790.815777 utf8_from_data: (1 1  ) -> 41000020
1734457790.815779 utf8_to_data: 41000020 -> (1 1  )
1734457790.815782 utf8_from_data: (1 1  ) -> 41000020
1734457790.815785 utf8_to_data: 41000020 -> (1 1  )
1734457790.815787 utf8_from_data: (1 1  ) -> 41000020
1734457790.815790 utf8_to_data: 41000020 -> (1 1  )
1734457790.815793 utf8_from_data: (1 1  ) -> 41000020
1734457790.815795 utf8_to_data: 41000020 -> (1 1  )
1734457790.815798 utf8_from_data: (1 1  ) -> 41000020
1734457790.815801 utf8_to_data: 41000020 -> (1 1  )
1734457790.815803 utf8_from_data: (1 1  ) -> 41000020
1734457790.815809 utf8_to_data: 41000020 -> (1 1  )
1734457790.815812 utf8_from_data: (1 1  ) -> 41000020
1734457790.815814 utf8_to_data: 41000020 -> (1 1  )
1734457790.815817 utf8_from_data: (1 1  ) -> 41000020
1734457790.815820 utf8_to_data: 41000020 -> (1 1  )
1734457790.815822 utf8_from_data: (1 1  ) -> 41000020
1734457790.815825 utf8_to_data: 41000020 -> (1 1  )
1734457790.815828 utf8_from_data: (1 1  ) -> 41000020
1734457790.815830 utf8_to_data: 41000020 -> (1 1  )
1734457790.815833 utf8_from_data: (1 1  ) -> 41000020
1734457790.815836 utf8_to_data: 41000020 -> (1 1  )
1734457790.815839 utf8_from_data: (1 1  ) -> 41000020
1734457790.815841 utf8_to_data: 41000020 -> (1 1  )
1734457790.815844 utf8_from_data: (1 1  ) -> 41000020
1734457790.815846 utf8_to_data: 41000020 -> (1 1  )
1734457790.815849 utf8_from_data: (1 1  ) -> 41000020
1734457790.815852 utf8_to_data: 41000020 -> (1 1  )
1734457790.815854 utf8_from_data: (1 1  ) -> 41000020
1734457790.815857 utf8_to_data: 41000020 -> (1 1  )
1734457790.815860 utf8_from_data: (1 1  ) -> 41000020
1734457790.815862 utf8_to_data: 41000020 -> (1 1  )
1734457790.815865 utf8_from_data: (1 1  ) -> 41000020
1734457790.815868 utf8_to_data: 41000020 -> (1 1  )
1734457790.815870 utf8_from_data: (1 1  ) -> 41000020
1734457790.815873 utf8_to_data: 41000020 -> (1 1  )
1734457790.815876 utf8_from_data: (1 1  ) -> 41000020
1734457790.815878 utf8_to_data: 41000020 -> (1 1  )
1734457790.815881 utf8_from_data: (1 1  ) -> 41000020
1734457790.815883 utf8_to_data: 41000020 -> (1 1  )
1734457790.815886 utf8_from_data: (1 1  ) -> 41000020
1734457790.815889 utf8_to_data: 41000020 -> (1 1  )
1734457790.815891 utf8_from_data: (1 1  ) -> 41000020
1734457790.815894 utf8_to_data: 41000020 -> (1 1  )
1734457790.815897 utf8_from_data: (1 1  ) -> 41000020
1734457790.815899 utf8_to_data: 41000020 -> (1 1  )
1734457790.815902 utf8_from_data: (1 1  ) -> 41000020
1734457790.815905 utf8_to_data: 41000020 -> (1 1  )
1734457790.815907 utf8_from_data: (1 1  ) -> 41000020
1734457790.815910 utf8_to_data: 41000020 -> (1 1  )
1734457790.815913 utf8_from_data: (1 1  ) -> 41000020
1734457790.815915 utf8_to_data: 41000020 -> (1 1  )
1734457790.815918 utf8_from_data: (1 1  ) -> 41000020
1734457790.815920 utf8_to_data: 41000020 -> (1 1  )
1734457790.815923 utf8_from_data: (1 1  ) -> 41000020
1734457790.815926 utf8_to_data: 41000020 -> (1 1  )
1734457790.815928 utf8_from_data: (1 1  ) -> 41000020
1734457790.815931 utf8_to_data: 41000020 -> (1 1  )
1734457790.815934 utf8_from_data: (1 1  ) -> 41000020
1734457790.815936 utf8_to_data: 41000020 -> (1 1  )
1734457790.815939 utf8_from_data: (1 1  ) -> 41000020
1734457790.815942 utf8_to_data: 41000020 -> (1 1  )
1734457790.815944 utf8_from_data: (1 1  ) -> 41000020
1734457790.815947 utf8_to_data: 41000020 -> (1 1  )
1734457790.815950 utf8_from_data: (1 1  ) -> 41000020
1734457790.815952 utf8_to_data: 41000020 -> (1 1  )
1734457790.815955 utf8_from_data: (1 1  ) -> 41000020
1734457790.815958 utf8_to_data: 41000020 -> (1 1  )
1734457790.815960 utf8_from_data: (1 1  ) -> 41000020
1734457790.815963 utf8_to_data: 41000020 -> (1 1  )
1734457790.815966 utf8_from_data: (1 1  ) -> 41000020
1734457790.815968 utf8_to_data: 41000020 -> (1 1  )
1734457790.815971 utf8_from_data: (1 1  ) -> 41000020
1734457790.815973 utf8_to_data: 41000020 -> (1 1  )
1734457790.815976 utf8_from_data: (1 1  ) -> 41000020
1734457790.815979 utf8_to_data: 41000020 -> (1 1  )
1734457790.815981 utf8_from_data: (1 1  ) -> 41000020
1734457790.815984 utf8_to_data: 41000020 -> (1 1  )
1734457790.815987 utf8_from_data: (1 1  ) -> 41000020
1734457790.815989 utf8_to_data: 41000020 -> (1 1  )
1734457790.815992 utf8_from_data: (1 1  ) -> 41000020
1734457790.815995 utf8_to_data: 41000020 -> (1 1  )
1734457790.815997 utf8_from_data: (1 1  ) -> 41000020
1734457790.816000 utf8_to_data: 41000020 -> (1 1  )
1734457790.816003 utf8_from_data: (1 1  ) -> 41000020
1734457790.816005 utf8_to_data: 41000020 -> (1 1  )
1734457790.816008 utf8_from_data: (1 1  ) -> 41000020
1734457790.816011 utf8_to_data: 41000020 -> (1 1  )
1734457790.816016 utf8_from_data: (1 1  ) -> 41000020
1734457790.816019 utf8_to_data: 41000020 -> (1 1  )
1734457790.816021 utf8_from_data: (1 1  ) -> 41000020
1734457790.816024 utf8_to_data: 41000020 -> (1 1  )
1734457790.816026 utf8_from_data: (1 1  ) -> 41000020
1734457790.816029 utf8_to_data: 41000020 -> (1 1  )
1734457790.816032 utf8_from_data: (1 1  ) -> 41000020
1734457790.816034 utf8_to_data: 41000020 -> (1 1  )
1734457790.816037 utf8_from_data: (1 1  ) -> 41000020
1734457790.816040 utf8_to_data: 41000020 -> (1 1  )
1734457790.816042 utf8_from_data: (1 1  ) -> 41000020
1734457790.816045 utf8_to_data: 41000020 -> (1 1  )
1734457790.816047 utf8_from_data: (1 1  ) -> 41000020
1734457790.816050 utf8_to_data: 41000020 -> (1 1  )
1734457790.816053 utf8_from_data: (1 1  ) -> 41000020
1734457790.816055 utf8_to_data: 41000020 -> (1 1  )
1734457790.816058 utf8_from_data: (1 1  ) -> 41000020
1734457790.816061 utf8_to_data: 41000020 -> (1 1  )
1734457790.816063 utf8_from_data: (1 1  ) -> 41000020
1734457790.816066 utf8_to_data: 41000020 -> (1 1  )
1734457790.816068 utf8_from_data: (1 1  ) -> 41000020
1734457790.816071 utf8_to_data: 41000020 -> (1 1  )
1734457790.816074 utf8_from_data: (1 1  ) -> 41000020
1734457790.816077 utf8_to_data: 41000020 -> (1 1  )
1734457790.816079 utf8_from_data: (1 1  ) -> 41000020
1734457790.816082 utf8_to_data: 41000020 -> (1 1  )
1734457790.816085 utf8_from_data: (1 1  ) -> 41000020
1734457790.816087 utf8_to_data: 41000020 -> (1 1  )
1734457790.816090 utf8_from_data: (1 1  ) -> 41000020
1734457790.816092 utf8_to_data: 41000020 -> (1 1  )
1734457790.816095 utf8_from_data: (1 1  ) -> 41000020
1734457790.816098 utf8_to_data: 41000020 -> (1 1  )
1734457790.816100 utf8_from_data: (1 1  ) -> 41000020
1734457790.816103 utf8_to_data: 41000020 -> (1 1  )
1734457790.816106 utf8_from_data: (1 1  ) -> 41000020
1734457790.816108 utf8_to_data: 41000020 -> (1 1  )
1734457790.816111 utf8_from_data: (1 1  ) -> 41000020
1734457790.816113 utf8_to_data: 41000020 -> (1 1  )
1734457790.816116 utf8_from_data: (1 1  ) -> 41000020
1734457790.816119 utf8_to_data: 41000020 -> (1 1  )
1734457790.816121 utf8_from_data: (1 1  ) -> 41000020
1734457790.816124 utf8_to_data: 41000020 -> (1 1  )
1734457790.816126 utf8_from_data: (1 1  ) -> 41000020
1734457790.816129 utf8_to_data: 41000020 -> (1 1  )
1734457790.816132 utf8_from_data: (1 1  ) -> 41000020
1734457790.816134 utf8_to_data: 41000020 -> (1 1  )
1734457790.816137 utf8_from_data: (1 1  ) -> 41000020
1734457790.816140 utf8_to_data: 41000020 -> (1 1  )
1734457790.816142 utf8_from_data: (1 1  ) -> 41000020
1734457790.816145 utf8_to_data: 41000020 -> (1 1  )
1734457790.816148 utf8_from_data: (1 1  ) -> 41000020
1734457790.816150 utf8_to_data: 41000020 -> (1 1  )
1734457790.816153 utf8_from_data: (1 1  ) -> 41000020
1734457790.816156 utf8_to_data: 41000020 -> (1 1  )
1734457790.816158 utf8_from_data: (1 1  ) -> 41000020
1734457790.816161 utf8_to_data: 41000020 -> (1 1  )
1734457790.816164 utf8_from_data: (1 1  ) -> 41000020
1734457790.816166 utf8_to_data: 41000020 -> (1 1  )
1734457790.816169 utf8_from_data: (1 1  ) -> 41000020
1734457790.816172 utf8_to_data: 41000020 -> (1 1  )
1734457790.816174 utf8_from_data: (1 1  ) -> 41000020
1734457790.816177 utf8_to_data: 41000020 -> (1 1  )
1734457790.816179 utf8_from_data: (1 1  ) -> 41000020
1734457790.816182 utf8_to_data: 41000020 -> (1 1  )
1734457790.816185 utf8_from_data: (1 1  ) -> 41000020
1734457790.816188 utf8_to_data: 41000020 -> (1 1  )
1734457790.816190 utf8_from_data: (1 1  ) -> 41000020
1734457790.816193 utf8_to_data: 41000020 -> (1 1  )
1734457790.816196 utf8_from_data: (1 1  ) -> 41000020
1734457790.816198 utf8_to_data: 41000020 -> (1 1  )
1734457790.816201 utf8_from_data: (1 1  ) -> 41000020
1734457790.816204 utf8_to_data: 41000020 -> (1 1  )
1734457790.816206 utf8_from_data: (1 1  ) -> 41000020
1734457790.816209 utf8_to_data: 41000020 -> (1 1  )
1734457790.816212 utf8_from_data: (1 1  ) -> 41000020
1734457790.816214 utf8_to_data: 41000020 -> (1 1  )
1734457790.816217 utf8_from_data: (1 1  ) -> 41000020
1734457790.816220 utf8_to_data: 41000020 -> (1 1  )
1734457790.816227 utf8_from_data: (1 1  ) -> 41000020
1734457790.816230 utf8_to_data: 41000020 -> (1 1  )
1734457790.816233 utf8_from_data: (1 1  ) -> 41000020
1734457790.816236 utf8_to_data: 41000020 -> (1 1  )
1734457790.816238 utf8_from_data: (1 1  ) -> 41000020
1734457790.816241 utf8_to_data: 41000020 -> (1 1  )
1734457790.816243 utf8_from_data: (1 1  ) -> 41000020
1734457790.816246 utf8_to_data: 41000020 -> (1 1  )
1734457790.816249 utf8_from_data: (1 1  ) -> 41000020
1734457790.816251 utf8_to_data: 41000020 -> (1 1  )
1734457790.816258 utf8_from_data: (1 1  ) -> 41000020
1734457790.816260 utf8_to_data: 41000020 -> (1 1  )
1734457790.816263 utf8_from_data: (1 1  ) -> 41000020
1734457790.816266 utf8_to_data: 41000020 -> (1 1  )
1734457790.816268 utf8_from_data: (1 1  ) -> 41000020
1734457790.816271 utf8_to_data: 41000020 -> (1 1  )
1734457790.816274 utf8_from_data: (1 1  ) -> 41000020
1734457790.816276 utf8_to_data: 41000020 -> (1 1  )
1734457790.816279 utf8_from_data: (1 1  ) -> 41000020
1734457790.816282 utf8_to_data: 41000022 -> (1 1 ")
1734457790.816284 utf8_from_data: (1 1  ) -> 41000020
1734457790.816287 utf8_to_data: 41000073 -> (1 1 s)
1734457790.816291 utf8_from_data: (1 1  ) -> 41000020
1734457790.816293 utf8_to_data: 41000061 -> (1 1 a)
1734457790.816296 utf8_from_data: (1 1  ) -> 41000020
1734457790.816299 utf8_to_data: 4100006d -> (1 1 m)
1734457790.816301 utf8_from_data: (1 1  ) -> 41000020
1734457790.816304 utf8_to_data: 41000069 -> (1 1 i)
1734457790.816307 utf8_from_data: (1 1  ) -> 41000020
1734457790.816309 utf8_to_data: 4100002d -> (1 1 -)
1734457790.816312 utf8_from_data: (1 1  ) -> 41000020
1734457790.816315 utf8_to_data: 41000038 -> (1 1 8)
1734457790.816317 utf8_from_data: (1 1  ) -> 41000020
1734457790.816320 utf8_to_data: 41000036 -> (1 1 6)
1734457790.816323 utf8_from_data: (1 1  ) -> 41000020
1734457790.816325 utf8_to_data: 41000030 -> (1 1 0)
1734457790.816328 utf8_from_data: (1 1  ) -> 41000020
1734457790.816330 utf8_to_data: 4100002d -> (1 1 -)
1734457790.816333 utf8_from_data: (1 1  ) -> 41000020
1734457790.816336 utf8_to_data: 41000030 -> (1 1 0)
1734457790.816338 utf8_from_data: (1 1  ) -> 41000020
1734457790.816341 utf8_to_data: 41000038 -> (1 1 8)
1734457790.816344 utf8_from_data: (1 1  ) -> 41000020
1734457790.816346 utf8_to_data: 41000030 -> (1 1 0)
1734457790.816349 utf8_from_data: (1 1  ) -> 41000020
1734457790.816352 utf8_to_data: 4100006e -> (1 1 n)
1734457790.816354 utf8_from_data: (1 1  ) -> 41000020
1734457790.816357 utf8_to_data: 4100006f -> (1 1 o)
1734457790.816359 utf8_from_data: (1 1  ) -> 41000020
1734457790.816362 utf8_to_data: 41000022 -> (1 1 ")
1734457790.816365 utf8_from_data: (1 1  ) -> 41000020
1734457790.816368 utf8_to_data: 41000020 -> (1 1  )
1734457790.816370 utf8_from_data: (1 1  ) -> 41000020
1734457790.816373 utf8_to_data: 41000031 -> (1 1 1)
1734457790.816376 utf8_from_data: (1 1  ) -> 41000020
1734457790.816378 utf8_to_data: 41000039 -> (1 1 9)
1734457790.816381 utf8_from_data: (1 1  ) -> 41000020
1734457790.816384 utf8_to_data: 4100003a -> (1 1 :)
1734457790.816386 utf8_from_data: (1 1  ) -> 41000020
1734457790.816389 utf8_to_data: 41000034 -> (1 1 4)
1734457790.816392 utf8_from_data: (1 1  ) -> 41000020
1734457790.816394 utf8_to_data: 41000039 -> (1 1 9)
1734457790.816397 utf8_from_data: (1 1  ) -> 41000020
1734457790.816400 utf8_to_data: 41000020 -> (1 1  )
